id,query_text,best_match_sop,best_similarity,source,cluster_name,namespace,pod_name,gap_category,gap_cluster_id,reviewed,draft_sop_created,detected_at
1087,why is auth-gateway slow in identity?,sops/security/runbook-23.md,0.4342,alert,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,network,724,true,false,2026-06-17 02:43:09
1088,why is payments-worker OOMKilled in payments?,sops/availability/runbook-33.md,0.2603,auto,prod-usw2-eks,payments,payments-worker-b4be648-d2dcb,memory,611,true,false,2026-05-29 04:11:12
1089,why is notifications restarting in notifications?,sops/availability/runbook-10.md,0.475,chat,prod-usw2-eks,notifications,notifications-b2aff41-e1772,cpu,1025,true,false,2026-06-01 18:46:06
1090,why is auth-gateway restarting in identity?,sops/availability/runbook-20.md,0.2499,auto,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,memory,494,true,false,2026-06-01 05:19:40
1091,why is orders-api OOMKilled in orders?,sops/security/runbook-03.md,0.327,prediction,prod-use2-eks,orders,orders-api-e9b4a39-c3784,node,1095,true,true,2026-06-06 22:53:39
1092,why is image-resizer slow in platform?,sops/node/runbook-12.md,0.4031,chat,prod-usw2-eks,platform,image-resizer-9683178-b7560,node,656,false,false,2026-06-21 21:13:34
1093,why is cart-svc restarting in checkout?,sops/node/runbook-08.md,0.3993,chat,prod-use2-eks,checkout,cart-svc-527eb80-045c0,cpu,977,false,false,2026-06-15 19:35:12
1094,why is notifications slow in notifications?,sops/node/runbook-36.md,0.4128,auto,staging-use2-eks,notifications,notifications-26e9347-44fc8,node,713,false,false,2026-06-23 06:31:07
1095,why is indexer slow in search?,sops/node/runbook-38.md,0.3476,prediction,prod-use2-eks,search,indexer-4680271-0a829,node,239,false,false,2026-05-29 23:27:44
1096,why is image-resizer throttled in platform?,sops/security/runbook-03.md,0.2874,auto,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,node,1046,true,false,2026-05-31 04:01:19
1097,why is auth-gateway throttled in identity?,sops/network/runbook-25.md,0.5289,chat,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,network,139,false,false,2026-06-18 13:16:25
1098,why is cart-svc slow in checkout?,sops/memory/runbook-09.md,0.3937,auto,prod-use2-eks,checkout,cart-svc-51c2594-4d271,storage,899,false,true,2026-06-06 20:34:04
1099,why is checkout-web throttled in checkout?,sops/memory/runbook-26.md,0.4629,auto,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,storage,358,false,true,2026-06-16 13:51:49
1100,why is session-store OOMKilled in identity?,sops/node/runbook-38.md,0.4804,auto,prod-use2-eks,identity,session-store-1ac5266-1ca26,storage,295,true,false,2026-06-02 13:48:31
1101,why is checkout-web slow in checkout?,sops/node/runbook-15.md,0.3865,prediction,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,memory,746,false,false,2026-06-19 17:46:08
1102,why is auth-gateway OOMKilled in identity?,sops/memory/runbook-35.md,0.3881,prediction,prod-use2-eks,identity,auth-gateway-7b28269-a7447,cpu,314,false,false,2026-06-03 11:50:26
1103,why is payments-api OOMKilled in payments?,sops/network/runbook-25.md,0.2208,prediction,prod-use2-eks,payments,payments-api-1ce3577-591ac,storage,403,false,false,2026-06-01 23:46:31
1104,why is cart-svc slow in checkout?,sops/cpu/runbook-31.md,0.261,auto,prod-use2-eks,checkout,cart-svc-51c2594-4d271,cpu,704,false,false,2026-06-03 20:12:40
1105,why is coredns restarting in kube-system?,sops/node/runbook-05.md,0.4276,chat,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,node,407,true,false,2026-06-02 23:28:17
1106,why is config-svc restarting in platform?,sops/node/runbook-12.md,0.2004,chat,prod-use2-eks,platform,config-svc-027a395-39a4d,node,770,false,true,2026-06-20 07:44:08
1107,why is orders-api slow in orders?,sops/network/runbook-04.md,0.4832,chat,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,memory,477,false,false,2026-06-13 14:01:53
1108,why is config-svc slow in platform?,sops/node/runbook-34.md,0.2749,prediction,prod-usw2-eks,platform,config-svc-370d832-a686a,cpu,206,false,true,2026-06-06 11:33:26
1109,why is checkout-web throttled in checkout?,sops/node/runbook-29.md,0.2606,chat,prod-use2-eks,checkout,checkout-web-47df111-4e24c,node,427,false,false,2026-06-10 00:12:14
1110,why is session-store throttled in identity?,sops/storage/runbook-32.md,0.327,prediction,prod-use2-eks,identity,session-store-4732511-0dba8,cpu,2,true,false,2026-06-11 22:20:28
1111,why is inventory-svc slow in inventory?,sops/security/runbook-37.md,0.3045,auto,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,cpu,588,false,true,2026-05-27 12:04:13
1112,why is payments-api restarting in payments?,sops/node/runbook-12.md,0.4385,auto,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,cpu,433,true,false,2026-06-04 03:18:16
1113,why is auth-gateway restarting in identity?,sops/memory/runbook-40.md,0.5181,prediction,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,network,877,false,false,2026-06-15 14:54:42
1114,why is auth-gateway restarting in identity?,sops/security/runbook-37.md,0.2814,auto,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,memory,635,true,true,2026-06-18 06:01:34
1115,why is orders-api OOMKilled in orders?,sops/security/runbook-30.md,0.3967,auto,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,network,862,true,false,2026-05-29 11:41:01
1116,why is orders-api restarting in orders?,sops/memory/runbook-40.md,0.3541,prediction,prod-use2-eks,orders,orders-api-7f89525-97cdd,network,545,false,false,2026-05-31 11:47:20
1117,why is payments-worker throttled in payments?,sops/memory/runbook-26.md,0.2115,auto,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,storage,254,false,false,2026-06-19 20:26:58
1118,why is inventory-svc throttled in inventory?,sops/storage/runbook-28.md,0.5309,chat,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,node,185,false,false,2026-05-27 07:30:11
1119,why is checkout-web throttled in checkout?,sops/network/runbook-17.md,0.4143,alert,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,network,68,false,false,2026-06-23 02:01:54
1120,why is orders-worker restarting in orders?,sops/availability/runbook-33.md,0.4593,alert,dr-use1-eks,orders,orders-worker-f884840-8265c,memory,84,true,false,2026-05-30 05:56:46
1121,why is checkout-web slow in checkout?,sops/availability/runbook-06.md,0.4071,alert,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,node,787,false,true,2026-06-05 00:12:42
1122,why is orders-worker OOMKilled in orders?,sops/node/runbook-29.md,0.4044,chat,prod-use2-eks,orders,orders-worker-06e2683-7270e,node,997,true,false,2026-06-13 07:10:24
1123,why is search-api slow in search?,sops/node/runbook-29.md,0.2862,chat,prod-usw2-eks,search,search-api-db28570-d359e,storage,842,false,false,2026-06-05 04:14:25
1124,why is orders-api slow in orders?,sops/node/runbook-08.md,0.2855,alert,prod-use2-eks,orders,orders-api-7f89525-97cdd,node,934,false,false,2026-06-07 08:30:55
1125,why is recommendation throttled in search?,sops/node/runbook-15.md,0.3523,prediction,prod-usw2-eks,search,recommendation-87e3198-026ea,cpu,811,false,false,2026-06-15 06:05:38
1126,why is coredns throttled in kube-system?,sops/memory/runbook-18.md,0.2105,prediction,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,network,613,false,false,2026-06-07 12:35:55
1127,why is search-api throttled in search?,sops/node/runbook-12.md,0.2113,chat,dr-use1-eks,search,search-api-be84964-d972c,memory,909,false,false,2026-06-01 13:29:22
1128,why is orders-worker throttled in orders?,sops/node/runbook-01.md,0.3201,prediction,dr-use1-eks,orders,orders-worker-f884840-8265c,memory,51,true,false,2026-05-29 22:46:26
1129,why is inventory-svc throttled in inventory?,sops/availability/runbook-11.md,0.5119,prediction,prod-use2-eks,inventory,inventory-svc-bfded25-1e6d2,node,1026,false,false,2026-06-12 15:10:18
1130,why is inventory-svc throttled in inventory?,sops/availability/runbook-33.md,0.2659,auto,prod-use2-eks,inventory,inventory-svc-bfded25-1e6d2,storage,28,true,false,2026-05-31 11:45:06
1131,why is orders-worker restarting in orders?,sops/network/runbook-25.md,0.3225,alert,dr-use1-eks,orders,orders-worker-f884840-8265c,node,769,true,true,2026-06-17 01:00:15
1132,why is config-svc OOMKilled in platform?,sops/node/runbook-34.md,0.3159,alert,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,storage,1047,false,false,2026-06-06 04:59:49
1133,why is notifications throttled in notifications?,sops/storage/runbook-28.md,0.2176,prediction,staging-use2-eks,notifications,notifications-26e9347-44fc8,cpu,706,false,false,2026-05-29 11:56:47
1134,why is search-api slow in search?,sops/node/runbook-05.md,0.4463,auto,prod-use2-eks,search,search-api-4350294-dbefb,network,767,false,false,2026-06-15 12:35:07
1135,why is payments-worker throttled in payments?,sops/security/runbook-13.md,0.2509,prediction,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,memory,166,false,false,2026-06-16 09:57:56
1136,why is checkout-web OOMKilled in checkout?,sops/availability/runbook-06.md,0.2137,auto,prod-use2-eks,checkout,checkout-web-47df111-4e24c,storage,994,false,true,2026-06-15 22:08:34
1137,why is orders-api OOMKilled in orders?,sops/availability/runbook-10.md,0.2267,alert,prod-usw2-eks,orders,orders-api-21c5d48-15186,storage,118,true,false,2026-06-09 07:14:01
1138,why is auth-gateway restarting in identity?,sops/network/runbook-25.md,0.5444,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,network,259,false,false,2026-05-31 02:27:55
1139,why is payments-api restarting in payments?,sops/security/runbook-30.md,0.4582,prediction,prod-usw2-eks,payments,payments-api-423b015-b80bd,cpu,430,true,false,2026-06-15 16:24:07
1140,why is payments-api slow in payments?,sops/storage/runbook-02.md,0.2459,chat,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,network,929,false,true,2026-05-28 13:25:54
1141,why is recommendation restarting in search?,sops/network/runbook-17.md,0.5359,alert,prod-usw2-eks,search,recommendation-87e3198-026ea,memory,458,false,false,2026-05-27 10:30:53
1142,why is orders-worker slow in orders?,sops/storage/runbook-32.md,0.3162,alert,prod-usw2-eks,orders,orders-worker-b907131-2627d,cpu,167,true,false,2026-05-28 08:35:13
1143,why is indexer OOMKilled in search?,sops/node/runbook-34.md,0.2327,alert,prod-use2-eks,search,indexer-4680271-0a829,node,442,true,false,2026-06-17 22:28:59
1144,why is auth-gateway OOMKilled in identity?,sops/security/runbook-13.md,0.4287,chat,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,cpu,972,true,false,2026-06-04 05:08:17
1145,why is checkout-web throttled in checkout?,sops/security/runbook-22.md,0.2742,prediction,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,cpu,290,false,true,2026-06-15 12:01:51
1146,why is search-api restarting in search?,sops/node/runbook-05.md,0.4416,auto,prod-use2-eks,search,search-api-61d1d17-0014f,memory,642,false,false,2026-05-29 13:21:23
1147,why is orders-api slow in orders?,sops/storage/runbook-27.md,0.32,alert,prod-usw2-eks,orders,orders-api-cbca488-26609,cpu,398,false,false,2026-06-01 09:47:15
1148,why is search-api throttled in search?,sops/cpu/runbook-31.md,0.436,prediction,prod-usw2-eks,search,search-api-8352074-5b766,network,358,false,false,2026-06-18 05:54:06
1149,why is search-api slow in search?,sops/security/runbook-37.md,0.2767,prediction,staging-use2-eks,search,search-api-1605640-8abaf,memory,833,false,false,2026-06-15 23:20:10
1150,why is cart-svc restarting in checkout?,sops/availability/runbook-39.md,0.4601,auto,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,storage,166,false,false,2026-05-26 01:56:45
1151,why is orders-worker throttled in orders?,sops/node/runbook-05.md,0.3968,prediction,prod-use2-eks,orders,orders-worker-9681c18-374c7,node,120,true,false,2026-05-29 00:38:59
1152,why is search-api throttled in search?,sops/memory/runbook-09.md,0.4146,auto,dr-use1-eks,search,search-api-be84964-d972c,storage,2,true,false,2026-06-15 08:07:03
1153,why is session-store OOMKilled in identity?,sops/node/runbook-12.md,0.2918,chat,prod-use2-eks,identity,session-store-1ac5266-1ca26,cpu,1021,true,false,2026-05-30 09:10:26
1154,why is ledger-svc slow in ledger?,sops/security/runbook-37.md,0.252,auto,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,node,1098,true,false,2026-06-07 03:16:08
1155,why is cart-svc restarting in checkout?,sops/node/runbook-24.md,0.4567,prediction,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,storage,132,false,false,2026-06-07 09:21:00
1156,why is ledger-svc slow in ledger?,sops/memory/runbook-35.md,0.5354,prediction,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,storage,267,false,false,2026-05-31 02:01:40
1157,why is checkout-web slow in checkout?,sops/memory/runbook-09.md,0.4392,prediction,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,storage,377,false,false,2026-05-25 01:56:42
1158,why is metrics-server restarting in kube-system?,sops/availability/runbook-16.md,0.2638,prediction,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,network,722,false,false,2026-05-30 15:32:19
1159,why is recommendation throttled in search?,sops/network/runbook-25.md,0.3713,alert,prod-usw2-eks,search,recommendation-87e3198-026ea,node,1038,true,false,2026-05-24 18:07:59
1160,why is search-api slow in search?,sops/security/runbook-23.md,0.4471,chat,prod-use2-eks,search,search-api-1271443-2f040,storage,1095,false,false,2026-06-14 17:53:14
1161,why is ledger-svc OOMKilled in ledger?,sops/network/runbook-17.md,0.322,alert,prod-usw2-eks,ledger,ledger-svc-2014124-29b88,cpu,991,false,false,2026-05-28 03:07:19
1162,why is indexer restarting in search?,sops/security/runbook-13.md,0.4376,prediction,prod-usw2-eks,search,indexer-b957537-8aa20,cpu,741,false,true,2026-06-17 05:06:42
1163,why is inventory-svc OOMKilled in inventory?,sops/security/runbook-37.md,0.3645,prediction,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,cpu,1093,true,false,2026-05-26 12:02:45
1164,why is inventory-svc slow in inventory?,sops/security/runbook-13.md,0.209,auto,dr-use1-eks,inventory,inventory-svc-4ccbe67-9cbde,storage,289,true,false,2026-06-11 05:29:21
1165,why is checkout-web restarting in checkout?,sops/memory/runbook-21.md,0.3831,prediction,dr-use1-eks,checkout,checkout-web-4263246-52f3a,node,16,true,false,2026-06-15 04:10:21
1166,why is checkout-web slow in checkout?,sops/availability/runbook-33.md,0.2829,prediction,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,memory,881,false,false,2026-06-18 18:22:02
1167,why is ledger-svc restarting in ledger?,sops/availability/runbook-33.md,0.2454,auto,prod-usw2-eks,ledger,ledger-svc-0744083-43011,node,681,true,false,2026-06-05 12:09:08
1168,why is inventory-svc slow in inventory?,sops/memory/runbook-09.md,0.2334,auto,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,network,627,false,false,2026-06-23 03:20:36
1169,why is payments-worker OOMKilled in payments?,sops/security/runbook-23.md,0.3388,prediction,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,network,912,false,false,2026-06-02 14:15:59
1170,why is notifications slow in notifications?,sops/memory/runbook-09.md,0.3577,alert,staging-use2-eks,notifications,notifications-26e9347-44fc8,network,428,true,false,2026-05-31 04:05:32
1171,why is search-api restarting in search?,sops/availability/runbook-11.md,0.3598,auto,prod-usw2-eks,search,search-api-db28570-d359e,node,956,true,false,2026-06-22 03:29:05
1172,why is config-svc throttled in platform?,sops/security/runbook-37.md,0.4339,auto,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,cpu,341,false,true,2026-06-03 07:10:17
1173,why is inventory-svc slow in inventory?,sops/storage/runbook-02.md,0.5031,alert,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,node,689,true,false,2026-05-28 19:19:31
1174,why is search-api slow in search?,sops/node/runbook-05.md,0.4955,alert,prod-use2-eks,search,search-api-1271443-2f040,storage,149,true,false,2026-06-07 14:36:24
1175,why is recommendation OOMKilled in search?,sops/node/runbook-01.md,0.2721,alert,prod-use2-eks,search,recommendation-c460126-52814,node,271,false,true,2026-06-22 00:37:25
1176,why is cart-svc slow in checkout?,sops/cpu/runbook-31.md,0.2091,chat,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,node,1082,true,false,2026-06-18 14:29:01
1177,why is search-api restarting in search?,sops/node/runbook-24.md,0.5305,alert,prod-use2-eks,search,search-api-eff0684-a368a,storage,445,false,false,2026-06-04 15:59:03
1178,why is cart-svc throttled in checkout?,sops/node/runbook-01.md,0.2806,auto,dr-use1-eks,checkout,cart-svc-da3cf51-00806,network,983,false,false,2026-05-24 21:40:45
1179,why is config-svc restarting in platform?,sops/security/runbook-13.md,0.5061,chat,prod-usw2-eks,platform,config-svc-370d832-a686a,cpu,328,false,false,2026-06-15 06:44:19
1180,why is auth-gateway OOMKilled in identity?,sops/storage/runbook-32.md,0.3155,chat,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,memory,22,true,false,2026-06-17 02:53:31
1181,why is image-resizer restarting in platform?,sops/node/runbook-29.md,0.2879,alert,prod-usw2-eks,platform,image-resizer-9683178-b7560,network,748,true,false,2026-05-31 17:52:15
1182,why is ledger-svc OOMKilled in ledger?,sops/memory/runbook-18.md,0.2808,auto,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,storage,205,false,false,2026-05-30 06:59:03
1183,why is search-api OOMKilled in search?,sops/storage/runbook-28.md,0.4942,alert,staging-use2-eks,search,search-api-1605640-8abaf,memory,914,true,false,2026-06-12 05:54:16
1184,why is ledger-svc slow in ledger?,sops/storage/runbook-32.md,0.2068,prediction,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,node,956,false,true,2026-05-30 01:34:27
1185,why is orders-worker throttled in orders?,sops/memory/runbook-19.md,0.2393,chat,prod-use2-eks,orders,orders-worker-06e2683-7270e,memory,861,false,false,2026-06-04 15:11:40
1186,why is orders-api throttled in orders?,sops/memory/runbook-09.md,0.3637,auto,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,network,404,true,false,2026-06-03 21:36:32
1187,why is search-api throttled in search?,sops/storage/runbook-07.md,0.2391,alert,prod-use2-eks,search,search-api-4350294-dbefb,storage,890,true,false,2026-06-07 17:12:30
1188,why is payments-api slow in payments?,sops/availability/runbook-33.md,0.5402,chat,prod-usw2-eks,payments,payments-api-6c2b997-3e07d,memory,223,true,true,2026-06-10 12:02:15
1189,why is payments-worker OOMKilled in payments?,sops/availability/runbook-14.md,0.2318,chat,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,memory,322,true,true,2026-05-29 20:20:09
1190,why is coredns OOMKilled in kube-system?,sops/availability/runbook-06.md,0.3611,auto,prod-use2-eks,kube-system,coredns-47d4438-c55d7,memory,725,false,false,2026-06-20 17:51:03
1191,why is checkout-web throttled in checkout?,sops/availability/runbook-39.md,0.4702,prediction,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,node,668,true,false,2026-06-23 04:37:03
1192,why is checkout-web throttled in checkout?,sops/memory/runbook-19.md,0.2964,chat,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,memory,263,false,false,2026-05-30 20:35:50
1193,why is search-api slow in search?,sops/availability/runbook-33.md,0.4636,prediction,prod-usw2-eks,search,search-api-15a6d76-12766,storage,570,false,false,2026-06-09 23:06:37
1194,why is search-api OOMKilled in search?,sops/node/runbook-01.md,0.306,alert,prod-usw2-eks,search,search-api-15a6d76-12766,cpu,869,true,false,2026-06-19 11:49:03
1195,why is recommendation throttled in search?,sops/availability/runbook-20.md,0.2362,chat,prod-use2-eks,search,recommendation-e5d5555-c6e9b,cpu,817,true,false,2026-06-17 19:53:58
1196,why is search-api restarting in search?,sops/node/runbook-38.md,0.2281,chat,staging-use2-eks,search,search-api-1605640-8abaf,storage,931,true,false,2026-06-13 09:34:28
1197,why is search-api throttled in search?,sops/availability/runbook-20.md,0.3558,auto,prod-usw2-eks,search,search-api-a47d446-4ffe2,cpu,177,true,false,2026-06-13 11:10:25
1198,why is notifications throttled in notifications?,sops/security/runbook-13.md,0.2487,prediction,prod-use2-eks,notifications,notifications-1938743-28dca,node,718,true,false,2026-06-03 21:54:38
1199,why is payments-api OOMKilled in payments?,sops/storage/runbook-02.md,0.2459,prediction,staging-use2-eks,payments,payments-api-dde4d16-a3d09,node,447,false,true,2026-06-04 15:51:07
1200,why is payments-worker throttled in payments?,sops/storage/runbook-02.md,0.2024,prediction,prod-use2-eks,payments,payments-worker-bff7264-02c23,node,117,false,false,2026-06-08 08:11:19
1201,why is search-api OOMKilled in search?,sops/security/runbook-03.md,0.3007,alert,prod-use2-eks,search,search-api-eff0684-a368a,network,524,true,false,2026-05-28 11:55:10
1202,why is auth-gateway throttled in identity?,sops/memory/runbook-35.md,0.3837,alert,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,storage,559,true,false,2026-06-12 01:46:44
1203,why is auth-gateway OOMKilled in identity?,sops/memory/runbook-40.md,0.3442,auto,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,cpu,276,false,false,2026-06-08 18:15:20
1204,why is payments-worker OOMKilled in payments?,sops/storage/runbook-32.md,0.3763,auto,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,node,1095,false,false,2026-06-14 11:30:09
1205,why is session-store OOMKilled in identity?,sops/security/runbook-13.md,0.4047,chat,prod-use2-eks,identity,session-store-4732511-0dba8,storage,372,false,true,2026-06-18 10:55:38
1206,why is search-api throttled in search?,sops/storage/runbook-02.md,0.4157,chat,prod-usw2-eks,search,search-api-db28570-d359e,storage,41,false,false,2026-05-26 17:46:28
1207,why is image-resizer OOMKilled in platform?,sops/node/runbook-08.md,0.3533,prediction,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,memory,948,false,false,2026-06-19 19:21:13
1208,why is ledger-svc restarting in ledger?,sops/security/runbook-30.md,0.4057,prediction,prod-usw2-eks,ledger,ledger-svc-0744083-43011,network,639,false,false,2026-06-05 14:51:00
1209,why is cart-svc OOMKilled in checkout?,sops/node/runbook-01.md,0.2521,chat,prod-use2-eks,checkout,cart-svc-51c2594-4d271,memory,141,true,false,2026-06-12 20:23:43
1210,why is checkout-web slow in checkout?,sops/node/runbook-12.md,0.2663,auto,dr-use1-eks,checkout,checkout-web-4263246-52f3a,cpu,320,true,false,2026-06-12 16:11:17
1211,why is coredns OOMKilled in kube-system?,sops/security/runbook-13.md,0.4506,alert,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,cpu,486,false,false,2026-06-16 04:30:02
1212,why is coredns throttled in kube-system?,sops/security/runbook-23.md,0.5172,auto,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,node,803,true,false,2026-06-13 01:18:46
1213,why is coredns throttled in kube-system?,sops/memory/runbook-26.md,0.4108,auto,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,node,643,true,true,2026-05-26 21:19:24
1214,why is payments-api throttled in payments?,sops/storage/runbook-32.md,0.4652,alert,prod-usw2-eks,payments,payments-api-1e23165-1e35b,memory,895,false,false,2026-06-08 15:10:11
1215,why is auth-gateway restarting in identity?,sops/security/runbook-23.md,0.3537,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,node,604,false,false,2026-05-31 15:33:19
1216,why is session-store restarting in identity?,sops/node/runbook-38.md,0.4112,auto,staging-use2-eks,identity,session-store-a097c68-649a1,network,528,true,false,2026-06-11 15:27:02
1217,why is auth-gateway slow in identity?,sops/availability/runbook-10.md,0.2746,prediction,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,network,1074,false,false,2026-06-10 20:29:27
1218,why is search-api OOMKilled in search?,sops/storage/runbook-28.md,0.3635,chat,dr-use1-eks,search,search-api-d416b43-7cb20,storage,1095,false,false,2026-06-11 07:23:18
1219,why is inventory-svc restarting in inventory?,sops/storage/runbook-32.md,0.4473,auto,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,cpu,939,false,false,2026-06-17 01:49:25
1220,why is cart-svc OOMKilled in checkout?,sops/node/runbook-24.md,0.2619,chat,prod-use2-eks,checkout,cart-svc-51c2594-4d271,node,846,true,false,2026-06-01 17:18:50
1221,why is checkout-web restarting in checkout?,sops/network/runbook-04.md,0.2592,auto,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,storage,1035,false,false,2026-05-31 16:12:31
1222,why is search-api restarting in search?,sops/node/runbook-12.md,0.3946,prediction,prod-usw2-eks,search,search-api-8352074-5b766,network,819,false,false,2026-06-04 04:33:24
1223,why is search-api slow in search?,sops/availability/runbook-20.md,0.5175,chat,prod-usw2-eks,search,search-api-8352074-5b766,cpu,223,true,true,2026-05-31 10:10:52
1224,why is checkout-web slow in checkout?,sops/security/runbook-13.md,0.5226,auto,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,memory,285,false,false,2026-06-17 02:46:09
1225,why is checkout-web restarting in checkout?,sops/availability/runbook-20.md,0.214,chat,prod-use2-eks,checkout,checkout-web-47df111-4e24c,memory,326,false,false,2026-06-04 03:35:45
1226,why is recommendation OOMKilled in search?,sops/node/runbook-34.md,0.2517,auto,staging-use2-eks,search,recommendation-2071c72-c0b22,node,328,true,true,2026-05-28 04:00:16
1227,why is recommendation OOMKilled in search?,sops/node/runbook-12.md,0.5104,alert,staging-use2-eks,search,recommendation-2071c72-c0b22,network,433,false,false,2026-06-08 11:43:57
1228,why is indexer OOMKilled in search?,sops/storage/runbook-02.md,0.2301,chat,prod-usw2-eks,search,indexer-b957537-8aa20,node,758,true,false,2026-06-11 22:59:07
1229,why is auth-gateway OOMKilled in identity?,sops/node/runbook-12.md,0.2831,prediction,prod-use2-eks,identity,auth-gateway-bf1d422-2018d,memory,614,true,false,2026-06-18 00:09:39
1230,why is orders-worker slow in orders?,sops/availability/runbook-39.md,0.428,prediction,dr-use1-eks,orders,orders-worker-f884840-8265c,storage,831,true,false,2026-05-28 07:02:37
1231,why is payments-api restarting in payments?,sops/node/runbook-05.md,0.4324,prediction,staging-use2-eks,payments,payments-api-2729261-453da,cpu,262,true,false,2026-06-19 03:47:06
1232,why is coredns OOMKilled in kube-system?,sops/security/runbook-22.md,0.4065,alert,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,storage,407,false,true,2026-06-21 00:44:32
1233,why is orders-api restarting in orders?,sops/memory/runbook-18.md,0.4009,prediction,prod-use2-eks,orders,orders-api-e9b4a39-c3784,memory,657,true,false,2026-06-01 04:55:17
1234,why is cart-svc restarting in checkout?,sops/availability/runbook-33.md,0.2448,prediction,dr-use1-eks,checkout,cart-svc-da3cf51-00806,memory,447,true,false,2026-06-05 20:50:35
1235,why is auth-gateway restarting in identity?,sops/security/runbook-23.md,0.2817,alert,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,memory,710,false,false,2026-06-04 05:44:46
1236,why is auth-gateway throttled in identity?,sops/availability/runbook-14.md,0.3307,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,node,1096,true,false,2026-06-16 08:09:26
1237,why is orders-api throttled in orders?,sops/memory/runbook-19.md,0.4279,auto,prod-usw2-eks,orders,orders-api-21c5d48-15186,storage,1031,false,false,2026-05-25 22:12:18
1238,why is payments-worker throttled in payments?,sops/node/runbook-05.md,0.4981,chat,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,storage,808,false,false,2026-06-03 22:57:47
1239,why is coredns OOMKilled in kube-system?,sops/node/runbook-24.md,0.5284,prediction,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,memory,1061,false,false,2026-06-05 16:41:10
1240,why is auth-gateway slow in identity?,sops/memory/runbook-21.md,0.2201,auto,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,storage,995,true,false,2026-06-10 21:33:07
1241,why is checkout-web throttled in checkout?,sops/node/runbook-36.md,0.5418,prediction,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,network,235,false,false,2026-06-06 02:55:47
