id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
845,best_practice,Node best practice #845,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7872,"[""staging"",""dr""]","[""node"",""k8s"",""prod""]","{""domain"":""node"",""verified"":false}",2026-05-07 21:48:17,2026-06-23 12:00:00
846,best_practice,Cpu best practice #846,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6849,"[""prod"",""staging""]","[""sre"",""k8s"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-06-22 10:35:53,2026-06-23 12:00:00
847,remediation,Network remediation #847,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6244,"[""staging"",""prod""]","[""leak"",""prod"",""network""]","{""domain"":""network"",""verified"":true}",2026-04-28 01:11:17,2026-06-23 12:00:00
848,incident_pattern,Network incident pattern #848,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8387,"[""dr"",""staging"",""prod""]","[""network"",""k8s"",""leak""]","{""domain"":""network"",""verified"":true}",2026-05-17 07:02:43,2026-06-23 12:00:00
849,root_cause,Node root cause #849,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9002,"[""prod""]","[""sre"",""k8s"",""prod""]","{""domain"":""node"",""verified"":false}",2026-05-22 09:27:06,2026-06-23 12:00:00
850,postmortem,Cpu postmortem #850,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7928,"[""prod"",""staging"",""dr""]","[""scaling"",""prod"",""cpu""]","{""domain"":""cpu"",""verified"":false}",2026-04-05 20:12:01,2026-06-23 12:00:00
851,incident_pattern,Network incident pattern #851,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7246,"[""staging"",""dr"",""prod""]","[""scaling"",""prod"",""network""]","{""domain"":""network"",""verified"":true}",2026-03-27 20:16:47,2026-06-23 12:00:00
852,remediation,Network remediation #852,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.951,"[""dr"",""prod""]","[""network"",""k8s"",""sre""]","{""domain"":""network"",""verified"":true}",2026-06-22 20:53:15,2026-06-23 12:00:00
853,best_practice,Network best practice #853,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7527,"[""prod""]","[""leak"",""k8s"",""network""]","{""domain"":""network"",""verified"":true}",2026-06-18 21:24:40,2026-06-23 12:00:00
854,incident_pattern,Availability incident pattern #854,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7305,"[""prod"",""staging""]","[""leak"",""prod"",""k8s""]","{""domain"":""availability"",""verified"":false}",2026-06-18 06:31:57,2026-06-23 12:00:00
855,root_cause,Memory root cause #855,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9671,"[""staging""]","[""prod"",""memory"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-04-14 00:58:20,2026-06-23 12:00:00
856,remediation,Availability remediation #856,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6439,"[""prod"",""dr""]","[""leak"",""prod"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-06-06 23:30:30,2026-06-23 12:00:00
857,postmortem,Availability postmortem #857,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8482,"[""prod"",""staging"",""dr""]","[""k8s"",""scaling"",""sre""]","{""domain"":""availability"",""verified"":false}",2026-05-15 13:26:54,2026-06-23 12:00:00
858,postmortem,Network postmortem #858,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.756,"[""staging"",""prod""]","[""leak"",""sre"",""network""]","{""domain"":""network"",""verified"":true}",2026-06-21 12:40:48,2026-06-23 12:00:00
859,postmortem,Cpu postmortem #859,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8062,"[""prod""]","[""k8s"",""sre"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-05-06 15:19:03,2026-06-23 12:00:00
860,incident_pattern,Network incident pattern #860,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9511,"[""staging"",""dr"",""prod""]","[""sre"",""network"",""prod""]","{""domain"":""network"",""verified"":true}",2026-06-01 16:43:51,2026-06-23 12:00:00
861,postmortem,Availability postmortem #861,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6575,"[""prod""]","[""leak"",""scaling"",""sre""]","{""domain"":""availability"",""verified"":false}",2026-03-31 06:19:32,2026-06-23 12:00:00
862,best_practice,Storage best practice #862,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7116,"[""dr""]","[""storage"",""k8s"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-04-25 07:38:02,2026-06-23 12:00:00
863,best_practice,Cpu best practice #863,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8129,"[""prod"",""staging"",""dr""]","[""sre"",""scaling"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-04-11 12:16:20,2026-06-23 12:00:00
864,remediation,Availability remediation #864,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9506,"[""dr"",""prod"",""staging""]","[""prod"",""leak"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-06-03 11:39:39,2026-06-23 12:00:00
865,root_cause,Node root cause #865,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.86,"[""staging"",""dr"",""prod""]","[""prod"",""scaling"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-05-08 17:35:42,2026-06-23 12:00:00
866,incident_pattern,Node incident pattern #866,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8717,"[""prod""]","[""scaling"",""sre"",""leak""]","{""domain"":""node"",""verified"":true}",2026-04-17 03:30:48,2026-06-23 12:00:00
867,best_practice,Cpu best practice #867,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6173,"[""prod"",""staging"",""dr""]","[""k8s"",""scaling"",""sre""]","{""domain"":""cpu"",""verified"":true}",2026-06-23 10:50:52,2026-06-23 12:00:00
868,incident_pattern,Node incident pattern #868,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9313,"[""staging"",""dr"",""prod""]","[""scaling"",""k8s"",""sre""]","{""domain"":""node"",""verified"":true}",2026-05-21 01:11:33,2026-06-23 12:00:00
869,root_cause,Storage root cause #869,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6084,"[""prod""]","[""leak"",""scaling"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-06-13 05:16:22,2026-06-23 12:00:00
870,best_practice,Cpu best practice #870,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8641,"[""dr""]","[""leak"",""k8s"",""sre""]","{""domain"":""cpu"",""verified"":true}",2026-04-23 07:06:47,2026-06-23 12:00:00
871,remediation,Network remediation #871,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6804,"[""prod"",""staging""]","[""scaling"",""prod"",""k8s""]","{""domain"":""network"",""verified"":true}",2026-05-10 20:25:57,2026-06-23 12:00:00
872,remediation,Storage remediation #872,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.902,"[""staging"",""prod""]","[""scaling"",""leak"",""storage""]","{""domain"":""storage"",""verified"":false}",2026-05-28 18:37:32,2026-06-23 12:00:00
873,best_practice,Storage best practice #873,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7526,"[""prod"",""staging"",""dr""]","[""leak"",""storage"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-04-30 00:29:30,2026-06-23 12:00:00
874,remediation,Node remediation #874,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8803,"[""dr"",""prod""]","[""leak"",""prod"",""node""]","{""domain"":""node"",""verified"":false}",2026-04-21 09:57:55,2026-06-23 12:00:00
875,root_cause,Node root cause #875,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6842,"[""dr"",""prod""]","[""k8s"",""node"",""leak""]","{""domain"":""node"",""verified"":true}",2026-05-13 04:43:05,2026-06-23 12:00:00
876,best_practice,Availability best practice #876,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6225,"[""prod"",""dr"",""staging""]","[""scaling"",""sre"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-05-19 04:41:22,2026-06-23 12:00:00
877,incident_pattern,Memory incident pattern #877,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6933,"[""staging""]","[""leak"",""k8s"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-04-03 18:44:47,2026-06-23 12:00:00
878,postmortem,Network postmortem #878,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8209,"[""staging"",""dr""]","[""scaling"",""leak"",""prod""]","{""domain"":""network"",""verified"":false}",2026-04-08 15:52:14,2026-06-23 12:00:00
879,best_practice,Cpu best practice #879,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7014,"[""staging"",""prod"",""dr""]","[""cpu"",""k8s"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-05-25 19:52:11,2026-06-23 12:00:00
880,best_practice,Memory best practice #880,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7369,"[""staging"",""dr""]","[""sre"",""scaling"",""memory""]","{""domain"":""memory"",""verified"":true}",2026-06-20 07:57:36,2026-06-23 12:00:00
881,best_practice,Node best practice #881,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7884,"[""prod"",""dr"",""staging""]","[""prod"",""k8s"",""node""]","{""domain"":""node"",""verified"":true}",2026-04-04 07:44:44,2026-06-23 12:00:00
882,incident_pattern,Network incident pattern #882,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8344,"[""staging""]","[""sre"",""leak"",""prod""]","{""domain"":""network"",""verified"":true}",2026-06-09 20:17:55,2026-06-23 12:00:00
883,best_practice,Cpu best practice #883,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8314,"[""staging"",""dr"",""prod""]","[""leak"",""k8s"",""cpu""]","{""domain"":""cpu"",""verified"":false}",2026-06-20 20:18:57,2026-06-23 12:00:00
884,incident_pattern,Memory incident pattern #884,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9331,"[""dr""]","[""sre"",""k8s"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-05-12 17:27:05,2026-06-23 12:00:00
885,root_cause,Memory root cause #885,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8127,"[""prod"",""staging"",""dr""]","[""k8s"",""leak"",""memory""]","{""domain"":""memory"",""verified"":true}",2026-05-17 09:10:58,2026-06-23 12:00:00
886,incident_pattern,Node incident pattern #886,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8732,"[""prod"",""staging""]","[""scaling"",""k8s"",""prod""]","{""domain"":""node"",""verified"":true}",2026-05-30 12:58:25,2026-06-23 12:00:00
887,best_practice,Memory best practice #887,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9529,"[""staging""]","[""memory"",""sre"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-06-05 06:09:46,2026-06-23 12:00:00
888,postmortem,Storage postmortem #888,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8379,"[""dr"",""staging"",""prod""]","[""sre"",""storage"",""k8s""]","{""domain"":""storage"",""verified"":true}",2026-06-13 13:46:27,2026-06-23 12:00:00
889,remediation,Availability remediation #889,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8338,"[""prod"",""staging""]","[""k8s"",""prod"",""sre""]","{""domain"":""availability"",""verified"":false}",2026-06-19 03:17:46,2026-06-23 12:00:00
890,best_practice,Node best practice #890,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7793,"[""prod"",""dr"",""staging""]","[""prod"",""leak"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-05-16 12:46:30,2026-06-23 12:00:00
891,postmortem,Availability postmortem #891,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9656,"[""staging"",""prod""]","[""prod"",""k8s"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-04-26 10:03:39,2026-06-23 12:00:00
892,incident_pattern,Memory incident pattern #892,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7439,"[""prod"",""staging""]","[""leak"",""k8s"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-05-17 20:21:34,2026-06-23 12:00:00
893,best_practice,Availability best practice #893,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8712,"[""dr"",""prod"",""staging""]","[""availability"",""sre"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-04-09 21:43:52,2026-06-23 12:00:00
894,root_cause,Cpu root cause #894,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9642,"[""dr""]","[""scaling"",""prod"",""sre""]","{""domain"":""cpu"",""verified"":false}",2026-04-25 19:56:34,2026-06-23 12:00:00
895,postmortem,Node postmortem #895,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7021,"[""staging"",""prod"",""dr""]","[""leak"",""node"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-04-14 22:41:58,2026-06-23 12:00:00
896,best_practice,Availability best practice #896,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9634,"[""dr""]","[""sre"",""availability"",""scaling""]","{""domain"":""availability"",""verified"":false}",2026-04-26 22:45:02,2026-06-23 12:00:00
897,best_practice,Memory best practice #897,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9683,"[""dr""]","[""leak"",""prod"",""memory""]","{""domain"":""memory"",""verified"":false}",2026-04-02 06:47:52,2026-06-23 12:00:00
898,root_cause,Storage root cause #898,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9096,"[""staging"",""prod"",""dr""]","[""prod"",""k8s"",""leak""]","{""domain"":""storage"",""verified"":true}",2026-06-19 05:00:20,2026-06-23 12:00:00
899,root_cause,Cpu root cause #899,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6943,"[""dr""]","[""cpu"",""prod"",""leak""]","{""domain"":""cpu"",""verified"":false}",2026-04-13 22:32:17,2026-06-23 12:00:00
900,root_cause,Network root cause #900,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8,"[""dr""]","[""k8s"",""scaling"",""sre""]","{""domain"":""network"",""verified"":false}",2026-03-27 02:59:16,2026-06-23 12:00:00
901,best_practice,Network best practice #901,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6663,"[""staging"",""prod""]","[""k8s"",""leak"",""scaling""]","{""domain"":""network"",""verified"":true}",2026-06-17 00:01:00,2026-06-23 12:00:00
902,remediation,Cpu remediation #902,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7066,"[""dr""]","[""sre"",""cpu"",""k8s""]","{""domain"":""cpu"",""verified"":false}",2026-05-12 16:56:32,2026-06-23 12:00:00
903,root_cause,Availability root cause #903,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6286,"[""prod"",""dr"",""staging""]","[""availability"",""scaling"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-04-13 15:15:24,2026-06-23 12:00:00
904,postmortem,Cpu postmortem #904,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.793,"[""prod""]","[""sre"",""k8s"",""scaling""]","{""domain"":""cpu"",""verified"":false}",2026-05-01 19:05:45,2026-06-23 12:00:00
905,incident_pattern,Cpu incident pattern #905,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9558,"[""prod"",""staging"",""dr""]","[""k8s"",""scaling"",""cpu""]","{""domain"":""cpu"",""verified"":true}",2026-06-11 01:42:46,2026-06-23 12:00:00
906,incident_pattern,Memory incident pattern #906,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7898,"[""prod""]","[""sre"",""leak"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-04-30 12:27:55,2026-06-23 12:00:00
907,postmortem,Cpu postmortem #907,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8485,"[""dr""]","[""k8s"",""sre"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-04-29 06:24:18,2026-06-23 12:00:00
908,postmortem,Node postmortem #908,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9777,"[""dr""]","[""scaling"",""k8s"",""leak""]","{""domain"":""node"",""verified"":true}",2026-05-10 13:07:40,2026-06-23 12:00:00
909,incident_pattern,Storage incident pattern #909,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6574,"[""prod""]","[""prod"",""scaling"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-06-13 23:34:16,2026-06-23 12:00:00
910,best_practice,Cpu best practice #910,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.684,"[""dr"",""staging""]","[""leak"",""k8s"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-06-10 03:57:16,2026-06-23 12:00:00
911,root_cause,Memory root cause #911,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9559,"[""prod"",""staging""]","[""leak"",""scaling"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-06-06 09:13:43,2026-06-23 12:00:00
912,root_cause,Node root cause #912,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8748,"[""dr"",""prod""]","[""scaling"",""prod"",""leak""]","{""domain"":""node"",""verified"":true}",2026-06-06 17:37:12,2026-06-23 12:00:00
913,remediation,Availability remediation #913,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.767,"[""staging""]","[""prod"",""sre"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-05-15 03:48:35,2026-06-23 12:00:00
914,remediation,Cpu remediation #914,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8938,"[""dr"",""prod""]","[""leak"",""sre"",""prod""]","{""domain"":""cpu"",""verified"":false}",2026-06-07 19:38:22,2026-06-23 12:00:00
915,remediation,Availability remediation #915,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9723,"[""staging"",""dr"",""prod""]","[""availability"",""k8s"",""scaling""]","{""domain"":""availability"",""verified"":false}",2026-04-25 00:55:29,2026-06-23 12:00:00
916,postmortem,Availability postmortem #916,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8766,"[""prod"",""dr""]","[""leak"",""sre"",""prod""]","{""domain"":""availability"",""verified"":false}",2026-04-30 21:15:37,2026-06-23 12:00:00
917,root_cause,Network root cause #917,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.648,"[""dr"",""staging"",""prod""]","[""k8s"",""leak"",""network""]","{""domain"":""network"",""verified"":false}",2026-06-20 08:43:25,2026-06-23 12:00:00
918,best_practice,Node best practice #918,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.726,"[""prod"",""staging""]","[""node"",""leak"",""sre""]","{""domain"":""node"",""verified"":true}",2026-06-20 22:09:59,2026-06-23 12:00:00
919,postmortem,Memory postmortem #919,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6151,"[""prod"",""dr""]","[""scaling"",""sre"",""prod""]","{""domain"":""memory"",""verified"":false}",2026-05-04 10:02:30,2026-06-23 12:00:00
920,postmortem,Cpu postmortem #920,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7263,"[""dr"",""staging""]","[""cpu"",""sre"",""prod""]","{""domain"":""cpu"",""verified"":false}",2026-05-07 20:36:01,2026-06-23 12:00:00
921,best_practice,Cpu best practice #921,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7841,"[""prod"",""staging""]","[""k8s"",""cpu"",""leak""]","{""domain"":""cpu"",""verified"":false}",2026-04-11 13:46:56,2026-06-23 12:00:00
922,postmortem,Node postmortem #922,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7865,"[""dr""]","[""leak"",""k8s"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-04-28 16:32:59,2026-06-23 12:00:00
923,root_cause,Network root cause #923,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7553,"[""prod""]","[""leak"",""sre"",""network""]","{""domain"":""network"",""verified"":true}",2026-04-23 05:01:43,2026-06-23 12:00:00
924,best_practice,Availability best practice #924,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7622,"[""dr"",""staging""]","[""prod"",""leak"",""scaling""]","{""domain"":""availability"",""verified"":false}",2026-06-03 19:43:33,2026-06-23 12:00:00
925,incident_pattern,Node incident pattern #925,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8829,"[""prod"",""dr"",""staging""]","[""leak"",""sre"",""prod""]","{""domain"":""node"",""verified"":true}",2026-03-30 10:06:25,2026-06-23 12:00:00
926,remediation,Storage remediation #926,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.706,"[""prod"",""dr"",""staging""]","[""sre"",""storage"",""k8s""]","{""domain"":""storage"",""verified"":false}",2026-04-10 08:09:55,2026-06-23 12:00:00
927,postmortem,Memory postmortem #927,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6054,"[""staging"",""prod""]","[""leak"",""memory"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-05-11 10:58:35,2026-06-23 12:00:00
928,remediation,Cpu remediation #928,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7495,"[""dr"",""prod"",""staging""]","[""k8s"",""prod"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-04-18 05:03:40,2026-06-23 12:00:00
929,remediation,Memory remediation #929,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6396,"[""staging"",""dr""]","[""memory"",""prod"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-04-24 23:17:59,2026-06-23 12:00:00
